team	stats	rankings	value
North Texas	Red Zone Defense	T-113	0.896
North Texas	Net Punting	57	38.19
North Texas	Punt Returns	26	10.72
North Texas	Kickoff Returns	109	18.73
North Texas	First Downs Offense	5	319
North Texas	First Downs Defense	96	268
North Texas	Fewest Penalties Per Game	24	4.77
North Texas	Fewest Penalty Yards Per Game	26	42.08
North Texas	Time of Possession	60	   30:14
NC State	Stat	Rank	Value
NC State	Total Offense	30	449.3
NC State	Rushing Offense	51	177.4
NC State	Passing Offense	29	271.8
NC State	Team Passing Efficiency	62	133.07
NC State	Scoring Offense	45	30.6
NC State	Total Defense	52	377.2
NC State	Rushing Defense	28	132.2
NC State	Passing Yards Allowed	96	245.0
NC State	Team Passing Efficiency Defense	49	123.80
NC State	Scoring Defense	49	24.8
NC State	Turnover Margin	29	0.42
NC State	3rd Down Conversion Pct	40	0.428
NC State	4th Down Conversion Pct	T-51	0.565
NC State	3rd Down Conversion Pct Defense	83	0.407
NC State	4th Down Conversion Pct Defense	T-54	0.476
NC State	Red Zone Offense	123	0.717
NC State	Red Zone Defense	T-23	0.769
NC State	Net Punting	80	37.15
NC State	Punt Returns	11	13.53
NC State	Kickoff Returns	38	22.22
NC State	First Downs Offense	T-26	279
NC State	First Downs Defense	51	230
NC State	Fewest Penalties Per Game	T-69	6.08
NC State	Fewest Penalty Yards Per Game	75	55.58
NC State	Time of Possession	13	   32:35
Temple	Stat	Rank	Value
Temple	Total Offense	79	387.6
Temple	Rushing Offense	98	136.0
Temple	Passing Offense	46	251.6
Temple	Team Passing Efficiency	83	125.55
Temple	Scoring Offense	92	24.8
Temple	Total Defense	63	391.8
Temple	Rushing Defense	83	181.8
Temple	Passing Yards Allowed	42	210.0
Temple	Team Passing Efficiency Defense	79	132.86
Temple	Scoring Defense	74	27.7
Temple	Turnover Margin	T-101	-0.50
Temple	3rd Down Conversion Pct	47	0.419
Temple	4th Down Conversion Pct	T-54	0.556
Temple	3rd Down Conversion Pct Defense	71	0.393
Temple	4th Down Conversion Pct Defense	54	0.476
Temple	Red Zone Offense	86	0.810
Temple	Red Zone Defense	91	0.865
Temple	Net Punting	119	34.67
Temple	Punt Returns	T-57	8.00
Temple	Kickoff Returns	37	22.26
Temple	First Downs Offense	T-75	243
Temple	First Downs Defense	69	247
Temple	Fewest Penalties Per Game	T-113	7.58
Temple	Fewest Penalty Yards Per Game	T-114	68.00
Temple	Time of Possession	55	   30:25
Appalachian St.	Stat	Rank	Value
Appalachian St.	Total Offense	T-33	438.3
Appalachian St.	Rushing Offense	28	215.0
Appalachian St.	Passing Offense	72	223.3
Appalachian St.	Team Passing Efficiency	19	151.19
Appalachian St.	Scoring Offense	33	33.4
Appalachian St.	Total Defense	39	358.9
Appalachian St.	Rushing Defense	44	147.1
Appalachian St.	Passing Yards Allowed	45	211.8
Appalachian St.	Team Passing Efficiency Defense	47	123.28
Appalachian St.	Scoring Defense	T-33	21.9
Appalachian St.	Turnover Margin	T-18	0.67
Appalachian St.	3rd Down Conversion Pct	51	0.417
Appalachian St.	4th Down Conversion Pct	48	0.571
Appalachian St.	3rd Down Conversion Pct Defense	34	0.343
Appalachian St.	4th Down Conversion Pct Defense	T-39	0.455
Appalachian St.	Red Zone Offense	T-52	0.860
Appalachian St.	Red Zone Defense	55	0.821
Appalachian St.	Net Punting	116	35.06
Appalachian St.	Punt Returns	43	9.04
Appalachian St.	Kickoff Returns	40	22.14
Appalachian St.	First Downs Offense	T-65	249
Appalachian St.	First Downs Defense	T-28	214
Appalachian St.	Fewest Penalties Per Game	T-109	7.25
Appalachian St.	Fewest Penalty Yards Per Game	111	67.17
Appalachian St.	Time of Possession	42	   30:56
Texas A&M	Stat	Rank	Value
Texas A&M	Total Offense	76	389.6
Texas A&M	Rushing Offense	74	159.0
Texas A&M	Passing Offense	65	230.6
Texas A&M	Team Passing Efficiency	87	124.57
Texas A&M	Scoring Offense	43	31.1
Texas A&M	Total Defense	60	388.7
Texas A&M	Rushing Defense	62	164.6
Texas A&M	Passing Yards Allowed	68	224.1
Texas A&M	Team Passing Efficiency Defense	93	137.38
Texas A&M	Scoring Defense	82	28.7
Texas A&M	Turnover Margin	T-39	0.33
Texas A&M	3rd Down Conversion Pct	86	0.379
Texas A&M	4th Down Conversion Pct	62	0.538
Texas A&M	3rd Down Conversion Pct Defense	30	0.337
Texas A&M	4th Down Conversion Pct Defense	100	0.600
Texas A&M	Red Zone Offense	T-55	0.857
Texas A&M	Red Zone Defense	T-113	0.896
Texas A&M	Net Punting	2	43.39
Texas A&M	Punt Returns	1	18.64
Texas A&M	Kickoff Returns	36	22.38
Texas A&M	First Downs Offense	97	228
Texas A&M	First Downs Defense	T-40	225
Texas A&M	Fewest Penalties Per Game	29	5.00
Texas A&M	Fewest Penalty Yards Per Game	29	42.75
Texas A&M	Time of Possession	85	   29:08
Tennessee	Stat	Rank	Value
Tennessee	Total Offense	124	291.1
Tennessee	Rushing Offense	114	117.4
Tennessee	Passing Offense	106	173.7
Tennessee	Team Passing Efficiency	109	116.41
Tennessee	Scoring Offense	116	19.8
Tennessee	Total Defense	81	412.9
Tennessee	Rushing Defense	125	251.3
Tennessee	Passing Yards Allowed	6	161.7
Tennessee	Team Passing Efficiency Defense	60	127.76
Tennessee	Scoring Defense	84	29.1
Tennessee	Turnover Margin	T-87	-0.25
Tennessee	3rd Down Conversion Pct	120	0.307
Tennessee	4th Down Conversion Pct	122	0.300
Tennessee	3rd Down Conversion Pct Defense	113	0.452
Tennessee	4th Down Conversion Pct Defense	T-19	0.400
Tennessee	Red Zone Offense	92	0.800
Tennessee	Red Zone Defense	119	0.900
Tennessee	Net Punting	3	42.30
Tennessee	Punt Returns	T-57	8.00
Tennessee	Kickoff Returns	65	21.25
Tennessee	First Downs Offense	120	197
Tennessee	First Downs Defense	87	262
Tennessee	Fewest Penalties Per Game	49	5.58
Tennessee	Fewest Penalty Yards Per Game	23	41.42
Tennessee	Time of Possession	104	   28:13
TCU	Stat	Rank	Value
TCU	Total Offense	52	413.9
TCU	Rushing Offense	52	176.2
TCU	Passing Offense	58	237.7
TCU	Team Passing Efficiency	21	150.92
TCU	Scoring Offense	34	33.2
TCU	Total Defense	19	328.5
TCU	Rushing Defense	4	99.8
TCU	Passing Yards Allowed	75	228.7
TCU	Team Passing Efficiency Defense	52	124.14
TCU	Scoring Defense	12	17.6
TCU	Turnover Margin	49	0.31
TCU	3rd Down Conversion Pct	11	0.462
TCU	4th Down Conversion Pct	T-101	0.417
TCU	3rd Down Conversion Pct Defense	8	0.297
TCU	4th Down Conversion Pct Defense	T-41	0.458
TCU	Red Zone Offense	38	0.880
TCU	Red Zone Defense	2	0.645
TCU	Net Punting	94	36.75
TCU	Punt Returns	9	14.06
TCU	Kickoff Returns	4	26.38
TCU	First Downs Offense	28	277
TCU	First Downs Defense	T-30	216
TCU	Fewest Penalties Per Game	97	6.77
TCU	Fewest Penalty Yards Per Game	85	57.38
TCU	Time of Possession	39	   30:58
Arizona St.	Stat	Rank	Value
Arizona St.	Total Offense	40	427.6
Arizona St.	Rushing Offense	50	179.9
Arizona St.	Passing Offense	49	247.7
Arizona St.	Team Passing Efficiency	37	142.57
Arizona St.	Scoring Offense	40	31.9
Arizona St.	Total Defense	108	447.0
Arizona St.	Rushing Defense	81	178.9
Arizona St.	Passing Yards Allowed	117	268.1
Arizona St.	Team Passing Efficiency Defense	85	134.02
Arizona St.	Scoring Defense	T-88	31.3
Arizona St.	Turnover Margin	T-29	0.42
Arizona St.	3rd Down Conversion Pct	31	0.438
Arizona St.	4th Down Conversion Pct	T-54	0.556
Arizona St.	3rd Down Conversion Pct Defense	78	0.400
Arizona St.	4th Down Conversion Pct Defense	13	0.375
Arizona St.	Red Zone Offense	5	0.958
Arizona St.	Red Zone Defense	T-49	0.813
Arizona St.	Net Punting	110	35.79
Arizona St.	Punt Returns	89	6.05
Arizona St.	Kickoff Returns	97	19.34
Arizona St.	First Downs Offense	49	257
Arizona St.	First Downs Defense	94	267
Arizona St.	Fewest Penalties Per Game	T-7	4.08
Arizona St.	Fewest Penalty Yards Per Game	T-19	40.25
Arizona St.	Time of Possession	23	   31:53
Arizona	Stat	Rank	Value
Arizona	Total Offense	12	494.5
Arizona	Rushing Offense	3	324.4
Arizona	Passing Offense	109	170.1
Arizona	Team Passing Efficiency	60	133.70
Arizona	Scoring Offense	6	41.8
Arizona	Total Defense	116	464.2
Arizona	Rushing Defense	87	187.3
Arizona	Passing Yards Allowed	121	276.9
Arizona	Team Passing Efficiency Defense	82	133.28
Arizona	Scoring Defense	109	34.1
Arizona	Turnover Margin	39	0.33
Arizona	3rd Down Conversion Pct	35	0.435
Arizona	4th Down Conversion Pct	8	0.706
Arizona	3rd Down Conversion Pct Defense	121	0.478
Arizona	4th Down Conversion Pct Defense	98	0.591
Arizona	Red Zone Offense	35	0.885
Arizona	Red Zone Defense	19	0.754
Arizona	Net Punting	129	28.38
Arizona	Punt Returns	16	12.38
Arizona	Kickoff Returns	10	24.92
Arizona	First Downs Offense	20	288
Arizona	First Downs Defense	T-117	294
Arizona	Fewest Penalties Per Game	34	5.17
Arizona	Fewest Penalty Yards Per Game	72	54.83
Arizona	Time of Possession	92	   28:41
Houston	Stat	Rank	Value
Houston	Total Offense	35	436.1
Houston	Rushing Offense	54	175.5
Houston	Passing Offense	38	260.6
Houston	Team Passing Efficiency	36	143.02
Houston	Scoring Offense	67	28.4
Houston	Total Defense	83	417.5
Houston	Rushing Defense	47	149.5
Houston	Passing Yards Allowed	118	268.1
Houston	Team Passing Efficiency Defense	39	121.40
Houston	Scoring Defense	T-39	23.0
Houston	Turnover Margin	86	-0.18
Houston	3rd Down Conversion Pct	18	0.453
Houston	4th Down Conversion Pct	93	0.438
Houston	3rd Down Conversion Pct Defense	72	0.393
Houston	4th Down Conversion Pct Defense	105	0.619
Houston	Red Zone Offense	T-48	0.864
Houston	Red Zone Defense	21	0.762
Houston	Net Punting	42	38.85
Houston	Punt Returns	115	4.38
Houston	Kickoff Returns	21	24.11
Houston	First Downs Offense	88	235
Houston	First Downs Defense	T-70	248
Houston	Fewest Penalties Per Game	T-64	6.00
Houston	Fewest Penalty Yards Per Game	71	54.73
Houston	Time of Possession	106	   28:09
Memphis	Stat	Rank	Value
Memphis	Total Offense	4	548.2
Memphis	Rushing Offense	31	209.1
Memphis	Passing Offense	8	339.1
Memphis	Team Passing Efficiency	8	160.42
Memphis	Scoring Offense	2	47.7
Memphis	Total Defense	120	476.3
Memphis	Rushing Defense	98	196.8
Memphis	Passing Yards Allowed	122	279.4
Memphis	Team Passing Efficiency Defense	87	134.90
Memphis	Scoring Defense	104	33.4
Memphis	Turnover Margin	T-4	1.17
Memphis	3rd Down Conversion Pct	19	0.452
Memphis	4th Down Conversion Pct	T-39	0.588
Memphis	3rd Down Conversion Pct Defense	116	0.460
Memphis	4th Down Conversion Pct Defense	T-114	0.667
Memphis	Red Zone Offense	24	0.898
Memphis	Red Zone Defense	53	0.815
Memphis	Net Punting	31	39.70
Memphis	Punt Returns	99	5.47
Memphis	Kickoff Returns	5	26.09
Memphis	First Downs Offense	9	310
Memphis	First Downs Defense	119	296
Memphis	Fewest Penalties Per Game	127	8.83
Memphis	Fewest Penalty Yards Per Game	127	81.00
Memphis	Time of Possession	121	   26:45
Massachusetts	Stat	Rank	Value
Massachusetts	Total Offense	37	432.8
Massachusetts	Rushing Offense	99	135.3
Massachusetts	Passing Offense	17	297.5
Massachusetts	Team Passing Efficiency	33	144.45
Massachusetts	Scoring Offense	T-45	30.6
Massachusetts	Total Defense	77	404.9
Massachusetts	Rushing Defense	100	197.9
Massachusetts	Passing Yards Allowed	41	207.0
Massachusetts	Team Passing Efficiency Defense	33	118.89
Massachusetts	Scoring Defense	T-97	31.8
Massachusetts	Turnover Margin	50	0.25
Massachusetts	3rd Down Conversion Pct	T-104	0.347
Massachusetts	4th Down Conversion Pct	T-26	0.625
Massachusetts	3rd Down Conversion Pct Defense	50	0.372
Massachusetts	4th Down Conversion Pct Defense	29	0.429
Massachusetts	Red Zone Offense	T-76	0.830
Massachusetts	Red Zone Defense	121	0.904
Massachusetts	Net Punting	123	34.20
Massachusetts	Punt Returns	113	4.65
Massachusetts	Kickoff Returns	98	19.33
Massachusetts	First Downs Offense	46	260
Massachusetts	First Downs Defense	48	228
Massachusetts	Fewest Penalties Per Game	94	6.58
Massachusetts	Fewest Penalty Yards Per Game	81	56.58
Massachusetts	Time of Possession	82	   29:13
Alabama	Stat	Rank	Value
Alabama	Total Offense	20	465.4
Alabama	Rushing Offense	10	265.3
Alabama	Passing Offense	86	200.1
Alabama	Team Passing Efficiency	7	161.08
Alabama	Scoring Offense	12	39.1
Alabama	Total Defense	2	257.8
Alabama	Rushing Defense	3	94.1
Alabama	Passing Yards Allowed	7	163.7
Alabama	Team Passing Efficiency Defense	2	98.90
Alabama	Scoring Defense	1	11.5
Alabama	Turnover Margin	7	1.00
Alabama	3rd Down Conversion Pct	55	0.415
Alabama	4th Down Conversion Pct	1	0.813
Alabama	3rd Down Conversion Pct Defense	21	0.330
Alabama	4th Down Conversion Pct Defense	11	0.353
Alabama	Red Zone Offense	37	0.881
Alabama	Red Zone Defense	17	0.750
Alabama	Net Punting	18	40.86
Alabama	Punt Returns	60	7.77
Alabama	Kickoff Returns	26	23.20
Alabama	First Downs Offense	32	275
Alabama	First Downs Defense	6	179
Alabama	Fewest Penalties Per Game	T-34	5.17
Alabama	Fewest Penalty Yards Per Game	32	43.17
Alabama	Time of Possession	67	   29:50
Tulsa	Stat	Rank	Value
Tulsa	Total Offense	44	420.3
Tulsa	Rushing Offense	16	247.3
Tulsa	Passing Offense	107	173.1
Tulsa	Team Passing Efficiency	112	114.48
Tulsa	Scoring Offense	59	29.3
Tulsa	Total Defense	127	528.9
Tulsa	Rushing Defense	127	265.0
Tulsa	Passing Yards Allowed	113	263.9
Tulsa	Team Passing Efficiency Defense	127	167.45
Tulsa	Scoring Defense	120	37.5
Tulsa	Turnover Margin	T-60	0.08
Tulsa	3rd Down Conversion Pct	32	0.437
Tulsa	4th Down Conversion Pct	33	0.609
Tulsa	3rd Down Conversion Pct Defense	109	0.443
Tulsa	4th Down Conversion Pct Defense	T-50	0.471
Tulsa	Red Zone Offense	36	0.884
Tulsa	Red Zone Defense	77	0.849
Tulsa	Net Punting	97	36.71
Tulsa	Punt Returns	128	1.33
Tulsa	Kickoff Returns	114	18.39
Tulsa	First Downs Offense	T-46	260
Tulsa	First Downs Defense	116	293
Tulsa	Fewest Penalties Per Game	101	7.00
Tulsa	Fewest Penalty Yards Per Game	94	60.00
Tulsa	Time of Possession	108	   28:01
Tulane	Stat	Rank	Value
Tulane	Total Offense	73	391.5
Tulane	Rushing Offense	20	231.5
Tulane	Passing Offense	116	160.0
Tulane	Team Passing Efficiency	54	134.80
Tulane	Scoring Offense	74	27.5
Tulane	Total Defense	T-100	436.1
Tulane	Rushing Defense	110	210.4
Tulane	Passing Yards Allowed	71	225.7
Tulane	Team Passing Efficiency Defense	98	139.55
Tulane	Scoring Defense	85	29.2
Tulane	Turnover Margin	T-18	0.67
Tulane	3rd Down Conversion Pct	69	0.399
Tulane	4th Down Conversion Pct	T-22	0.640
Tulane	3rd Down Conversion Pct Defense	111	0.444
Tulane	4th Down Conversion Pct Defense	T-57	0.478
Tulane	Red Zone Offense	51	0.861
Tulane	Red Zone Defense	T-15	0.744
Tulane	Net Punting	100	36.50
Tulane	Punt Returns	124	3.29
Tulane	Kickoff Returns	74	20.71
Tulane	First Downs Offense	T-68	248
Tulane	First Downs Defense	61	242
Tulane	Fewest Penalties Per Game	T-56	5.83
Tulane	Fewest Penalty Yards Per Game	45	48.25
Tulane	Time of Possession	14	   32:35
Stanford	Stat	Rank	Value
Stanford	Total Offense	75	390.2
Stanford	Rushing Offense	32	205.8
Stanford	Passing Offense	97	184.3
Stanford	Team Passing Efficiency	61	133.41
Stanford	Scoring Offense	39	32.0
Stanford	Total Defense	73	398.8
Stanford	Rushing Defense	72	170.7
Stanford	Passing Yards Allowed	73	228.1
Stanford	Team Passing Efficiency Defense	77	132.44
Stanford	Scoring Defense	30	21.5
Stanford	Turnover Margin	6	1.15
Stanford	3rd Down Conversion Pct	48	0.419
Stanford	4th Down Conversion Pct	59	0.545
Stanford	3rd Down Conversion Pct Defense	106	0.438
Stanford	4th Down Conversion Pct Defense	35	0.438
Stanford	Red Zone Offense	T-29	0.889
Stanford	Red Zone Defense	T-85	0.860
Stanford	Net Punting	5	42.23
Stanford	Punt Returns	46	8.60
Stanford	Kickoff Returns	6	25.66
Stanford	First Downs Offense	92	231
Stanford	First Downs Defense	101	272
Stanford	Fewest Penalties Per Game	T-64	6.00
Stanford	Fewest Penalty Yards Per Game	50	49.77
Stanford	Time of Possession	64	   30:03
Troy	Stat	Rank	Value
Troy	Total Offense	49	417.3
Troy	Rushing Offense	84	150.6
Troy	Passing Offense	34	266.7
Troy	Team Passing Efficiency	58	134.10
Troy	Scoring Offense	50	30.0
Troy	Total Defense	T-26	340.1
Troy	Rushing Defense	14	114.8
Troy	Passing Yards Allowed	70	225.3
Troy	Team Passing Efficiency Defense	58	126.69
Troy	Scoring Defense	11	17.5
Troy	Turnover Margin	T-39	0.33
Troy	3rd Down Conversion Pct	41	0.427
Troy	4th Down Conversion Pct	25	0.632
Troy	3rd Down Conversion Pct Defense	74	0.398
Troy	4th Down Conversion Pct Defense	41	0.458
Troy	Red Zone Offense	94	0.796
Troy	Red Zone Defense	1	0.590
Troy	Net Punting	105	36.13
Troy	Punt Returns	47	8.57
Troy	Kickoff Returns	2	29.33
Troy	First Downs Offense	75	243
Troy	First Downs Defense	T-45	226
Troy	Fewest Penalties Per Game	T-98	6.92
Troy	Fewest Penalty Yards Per Game	74	55.50
Troy	Time of Possession	113	   27:26
Texas St.	Stat	Rank	Value
Texas St.	Total Offense	109	339.8
Texas St.	Rushing Offense	101	134.1
Texas St.	Passing Offense	82	205.7
Texas St.	Team Passing Efficiency	100	120.81
Texas St.	Scoring Offense	122	17.3
Texas St.	Total Defense	104	438.9
Texas St.	Rushing Defense	37	141.7
Texas St.	Passing Yards Allowed	126	297.3
Texas St.	Team Passing Efficiency Defense	118	155.90
Texas St.	Scoring Defense	105	33.6
Texas St.	Turnover Margin	125	-1.25
Texas St.	3rd Down Conversion Pct	108	0.337
Texas St.	4th Down Conversion Pct	126	0.231
Texas St.	3rd Down Conversion Pct Defense	44	0.361
Texas St.	4th Down Conversion Pct Defense	T-4	0.250
Texas St.	Red Zone Offense	T-109	0.757
Texas St.	Red Zone Defense	74	0.843
Texas St.	Net Punting	67	37.70
Texas St.	Punt Returns	T-68	7.22
Texas St.	Kickoff Returns	125	17.26
Texas St.	First Downs Offense	T-92	231
Texas St.	First Downs Defense	73	249
Texas St.	Fewest Penalties Per Game	15	4.42
Texas St.	Fewest Penalty Yards Per Game	9	38.17
Texas St.	Time of Possession	78	   29:31
Louisiana	Stat	Rank	Value
Louisiana	Total Offense	66	398.5
Louisiana	Rushing Offense	47	183.7
Louisiana	Passing Offense	78	214.8
Louisiana	Team Passing Efficiency	95	122.17
Louisiana	Scoring Offense	69	28.2
Louisiana	Total Defense	123	492.7
Louisiana	Rushing Defense	121	236.6
Louisiana	Passing Yards Allowed	106	256.1
Louisiana	Team Passing Efficiency Defense	114	150.67
Louisiana	Scoring Defense	123	40.0
Louisiana	Turnover Margin	T-74	-0.08
Louisiana	3rd Down Conversion Pct	94	0.360
Louisiana	4th Down Conversion Pct	T-71	0.500
Louisiana	3rd Down Conversion Pct Defense	123	0.485
Louisiana	4th Down Conversion Pct Defense	96	0.588
Louisiana	Red Zone Offense	10	0.929
Louisiana	Red Zone Defense	92	0.867
Louisiana	Net Punting	84	37.02
Louisiana	Punt Returns	17	12.26
Louisiana	Kickoff Returns	43	21.95
Louisiana	First Downs Offense	71	246
Louisiana	First Downs Defense	125	302
Louisiana	Fewest Penalties Per Game	T-25	4.83
Louisiana	Fewest Penalty Yards Per Game	21	40.58
Louisiana	Time of Possession	75	   29:34
South Fla.	Stat	Rank	Value
South Fla.	Total Offense	9	508.6
South Fla.	Rushing Offense	9	265.4
South Fla.	Passing Offense	54	243.3
South Fla.	Team Passing Efficiency	43	138.46
South Fla.	Scoring Offense	16	38.3
South Fla.	Total Defense	28	342.5
South Fla.	Rushing Defense	22	126.4
South Fla.	Passing Yards Allowed	58	216.2
South Fla.	Team Passing Efficiency Defense	10	108.50
South Fla.	Scoring Defense	37	22.5
South Fla.	Turnover Margin	13	0.91
South Fla.	3rd Down Conversion Pct	37	0.435
South Fla.	4th Down Conversion Pct	11	0.688
South Fla.	3rd Down Conversion Pct Defense	37	0.347
South Fla.	4th Down Conversion Pct Defense	15	0.389
South Fla.	Red Zone Offense	83	0.821
South Fla.	Red Zone Defense	104	0.880
South Fla.	Net Punting	112	35.62
South Fla.	Punt Returns	36	9.78
South Fla.	Kickoff Returns	116	18.00
South Fla.	First Downs Offense	24	282
South Fla.	First Downs Defense	T-21	210
South Fla.	Fewest Penalties Per Game	128	9.09
South Fla.	Fewest Penalty Yards Per Game	128	84.73
South Fla.	Time of Possession	37	   31:01
UCF	Stat	Rank	Value
UCF	Total Offense	5	540.4
UCF	Rushing Offense	34	201.2
UCF	Passing Offense	7	339.3
UCF	Team Passing Efficiency	2	183.49
UCF	Scoring Offense	1	49.4
